
-5.00444e-08,0.385896
-4.99444e-08,0.425591
-4.98444e-08,0.455168
-4.97444e-08,0.461395
-4.96444e-08,0.481697
-4.95444e-08,0.491686
-4.94444e-08,0.455298
-4.93444e-08,0.424553
-4.92444e-08,0.391863
-4.91444e-08,0.33673
-4.90444e-08,0.28737
-4.89444e-08,0.224908
-4.88444e-08,0.160435
-4.87444e-08,0.113735
-4.86444e-08,0.0437485
-4.85444e-08,-0.051923
-4.84444e-08,-0.122752
-4.83444e-08,-0.168091
-4.82444e-08,-0.238531
-4.81444e-08,-0.320387
-4.80444e-08,-0.35671
-4.79444e-08,-0.380838
-4.78444e-08,-0.419626
-4.77444e-08,-0.451278
-4.76444e-08,-0.470283
-4.75444e-08,-0.469894
-4.74444e-08,-0.467429
-4.73444e-08,-0.46931
-4.72444e-08,-0.44103
-4.71444e-08,-0.379217
-4.70444e-08,-0.326224
-4.69444e-08,-0.273686
-4.68444e-08,-0.218424
-4.67444e-08,-0.172047
-4.66444e-08,-0.10751
-4.65444e-08,-0.0368102
-4.64444e-08,0.0270141
-4.63444e-08,0.0941462
-4.62444e-08,0.167635
-4.61444e-08,0.243978
-4.60444e-08,0.297164
-4.59444e-08,0.348081
-4.58444e-08,0.404446
-4.57444e-08,0.443623
-4.56444e-08,0.470151
-4.55444e-08,0.471903
-4.54444e-08,0.453352
-4.53444e-08,0.442585
-4.52444e-08,0.437526
-4.51444e-08,0.413851
-4.50444e-08,0.378307
-4.49444e-08,0.317855
-4.48444e-08,0.257663
-4.47444e-08,0.215568
-4.46444e-08,0.135528
-4.45444e-08,0.0650232
-4.44444e-08,0.011058
-4.43444e-08,-0.0687871
-4.42444e-08,-0.130406
-4.41444e-08,-0.196371
-4.40444e-08,-0.264606
-4.39444e-08,-0.315847
-4.38444e-08,-0.376103
-4.37444e-08,-0.413853
-4.36444e-08,-0.433312
-4.35444e-08,-0.45303
-4.34444e-08,-0.460943
-4.33444e-08,-0.474564
-4.32444e-08,-0.46678
-4.31444e-08,-0.426955
-4.30444e-08,-0.400946
-4.29444e-08,-0.372731
-4.28444e-08,-0.328365
-4.27444e-08,-0.286594
-4.26444e-08,-0.232239
-4.25444e-08,-0.155767
-4.24444e-08,-0.0931104
-4.23444e-08,-0.0268214
-4.22444e-08,0.0615207
-4.21444e-08,0.13021
-4.20444e-08,0.191504
